date,load_mw_daily_mean,temp_c_mean,temp_c_min,temp_c_max,precip_mm_sum,wind_ms_mean,rh_pct_mean,weekday,month,year,is_weekend
2019-01-01,5898.041666666667,0.21666666666666665,-2.0,2.7,0.0,7.75,92.91666666666667,1,1,2019,0
2019-01-02,6319.833333333333,1.0166666666666666,-2.2,5.2,0.0,13.345833333333333,85.66666666666667,2,1,2019,0
2019-01-03,7311.458333333333,0.21250000000000002,-3.0,3.9,0.2,6.6499999999999995,84.04166666666667,3,1,2019,0
2019-01-04,7651.0391666666665,-1.5333333333333332,-5.2,1.2,0.0,10.049999999999999,65.16666666666667,4,1,2019,0
2019-01-05,7370.666666666667,-4.066666666666666,-6.9,0.9,0.0,11.0875,67.625,5,1,2019,1
2019-01-06,6982.875,-3.3166666666666664,-6.2,0.4,0.7000000000000001,8.283333333333333,76.08333333333333,6,1,2019,1
2019-01-07,7947.041666666667,-3.3625000000000003,-6.1,0.9,0.0,7.808333333333334,62.583333333333336,0,1,2019,0
2019-01-08,8398.958333333334,-5.654166666666666,-9.1,-1.4,0.0,10.637500000000001,78.08333333333333,1,1,2019,0
2019-01-09,8338.958333333334,-2.8249999999999997,-7.7,2.5,0.2,10.470833333333333,70.20833333333333,2,1,2019,0
2019-01-10,8403.287916666666,-0.6583333333333333,-1.5,1.7,8.8,15.625,88.41666666666667,3,1,2019,0
2019-01-11,8312.974583333335,-1.4416666666666667,-2.2,-0.2,3.3000000000000003,10.008333333333333,92.5,4,1,2019,0
2019-01-12,7750.416666666667,-5.841666666666666,-11.6,-2.2,0.0,11.645833333333334,90.95833333333333,5,1,2019,1
2019-01-13,7195.375,-9.674999999999999,-14.1,-4.3,0.0,8.4125,92.08333333333333,6,1,2019,1
2019-01-14,8124.034166666667,-2.2083333333333335,-6.5,1.5,0.0,13.954166666666666,90.79166666666667,0,1,2019,0
2019-01-15,8194.333333333334,-2.404166666666667,-8.4,0.2,2.5,10.487499999999999,89.20833333333333,1,1,2019,0
2019-01-16,8229.916666666666,-1.8499999999999999,-7.7,2.6,0.0,16.691666666666666,84.33333333333333,2,1,2019,0
2019-01-17,8074.25,-1.7541666666666667,-7.3,2.0,0.0,9.612499999999999,89.91666666666667,3,1,2019,0
2019-01-18,7984.892916666667,-0.8458333333333333,-5.4,3.7,0.0,9.441666666666666,86.125,4,1,2019,0
2019-01-19,7630.791666666667,-0.20833333333333334,-3.0,1.9,1.1,13.566666666666668,89.58333333333333,5,1,2019,1
